Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
3060	-0.5657894736842105	1.975744538647256	-inf	76	0.997246	0.0001	0.001878979868359036
3070	-0.5657894736842105	1.975744538647256	-inf	76	0.997237	0.0001	0.0018803742859098646
3080	-0.5657894736842105	1.975744538647256	-inf	76	0.997228	0.0001	0.0018830962975819906
3090	-0.5657894736842105	1.975744538647256	-inf	76	0.997219	0.0001	0.0018830962975819906
3100	-0.5584415584415584	1.9639180722821747	-inf	77	0.99721	0.0001	0.001885932551489936
3110	-0.5584415584415584	1.9639180722821747	-inf	77	0.997201	0.0001	0.001888638933499654
3120	-0.5584415584415584	1.9639180722821747	-inf	77	0.997192	0.0001	0.0018915026055441962
3130	-0.5584415584415584	1.9639180722821747	-inf	77	0.997183	0.0001	0.0018915026055441962
3140	-0.5512820512820513	1.9522993406029903	-inf	78	0.997174	0.0001	0.0018942121002409192
3150	-0.5512820512820513	1.9522993406029903	-inf	78	0.997165	0.0001	0.0018970328569412232
3160	-0.5512820512820513	1.9522993406029903	-inf	78	0.997156	0.0001	0.0018970328569412232
3170	-0.5512820512820513	1.9522993406029903	-inf	78	0.997147	0.0001	0.0018998510307735867
3180	-0.5443037974683544	1.9408824063559431	-inf	79	0.997138	0.0001	0.0019025670819812351
3190	-0.5443037974683544	1.9408824063559431	-inf	79	0.997129	0.0001	0.0019025670819812351
3200	-0.5443037974683544	1.9408824063559431	-inf	79	0.99712	0.0001	0.0019053401549657186
3210	-0.5443037974683544	1.9408824063559431	-inf	79	0.997111	0.0001	0.0019081422355439928
3220	-0.5375	1.92966156359088	-inf	80	0.997102	0.0001	0.0019081422355439928
3230	-0.5375	1.92966156359088	-inf	80	0.997093	0.0001	0.0019108939170837402
3240	-0.5375	1.92966156359088	-inf	80	0.997084	0.0001	0.0019108939170837402
3250	-0.5802469135802469	1.9554557899479832	-inf	81	0.997075	0.0001	0.0019137146737840441
3260	-0.5802469135802469	1.9554557899479832	-inf	81	0.997066	0.0001	0.0019164095322291056
3270	-0.5802469135802469	1.9554557899479832	-inf	81	0.997057	0.0001	0.0019164095322291056
3280	-0.5802469135802469	1.9554557899479832	-inf	81	0.997048	0.0001	0.001919278966055976
3290	-0.573170731707317	1.944538868183168	-inf	82	0.997039	0.0001	0.0019219588571124607
3300	-0.573170731707317	1.944538868183168	-inf	82	0.99703	0.0001	0.0019219588571124607
3310	-0.5662650602409639	1.9338006219374633	-inf	83	0.997021	0.0001	0.0019247748454411825
3320	-0.5662650602409639	1.9338006219374633	-inf	83	0.997012	0.0001	0.0019247748454411825
3330	-0.5662650602409639	1.9338006219374633	-inf	83	0.997003	0.0001	0.0019275959332784017
3340	-0.5662650602409639	1.9338006219374633	-inf	83	0.996994	0.0001	0.0019302816523445977
3350	-0.5662650602409639	1.9338006219374633	-inf	83	0.996985	0.0001	0.0019331655237409804
3360	-0.5476190476190477	1.9297468493287744	-inf	84	0.996976	0.0001	0.0019331655237409804
3370	-0.5476190476190477	1.9297468493287744	-inf	84	0.996967	0.0001	0.0019358859459559124
3380	-0.5411764705882353	1.9192703342460526	-inf	85	0.996958	0.0001	0.0019386538532045153
3390	-0.5411764705882353	1.9192703342460526	-inf	85	0.996949	0.0001	0.0019386538532045153
3400	-0.5411764705882353	1.9192703342460526	-inf	85	0.99694	0.0001	0.0019413850042555067
3410	-0.5411764705882353	1.9192703342460526	-inf	85	0.996931	0.0001	0.0019413850042555067
3420	-0.5348837209302325	1.9089609643005703	-inf	86	0.996922	0.0001	0.0019442043039533828
3430	-0.5348837209302325	1.9089609643005703	-inf	86	0.996913	0.0001	0.0019469896952311197
3440	-0.5348837209302325	1.9089609643005703	-inf	86	0.996904	0.0001	0.0019469896952311197
3450	-0.5348837209302325	1.9089609643005703	-inf	86	0.996895	0.0001	0.0019497569402058918
3460	-0.5348837209302325	1.9089609643005703	-inf	86	0.996886	0.0001	0.0019526029295391506
3470	-0.5348837209302325	1.9089609643005703	-inf	86	0.996877	0.0001	0.0019526029295391506
3480	-0.5348837209302325	1.9089609643005703	-inf	86	0.996868	0.0001	0.0019553436835606894
3490	-0.5348837209302325	1.9089609643005703	-inf	86	0.996859	0.0001	0.0019581618573930528
3500	-0.5747126436781609	1.9335642979838654	-inf	87	0.99685	0.0001	0.00196088797516293
3510	-0.5747126436781609	1.9335642979838654	-inf	87	0.996841	0.0001	0.00196088797516293
3520	-0.5747126436781609	1.9335642979838654	-inf	87	0.996832	0.0001	0.0019636365440156723
3530	-0.5747126436781609	1.9335642979838654	-inf	87	0.996823	0.0001	0.00196643869082133
3540	-0.6136363636363636	1.9565264802114475	-inf	88	0.996814	0.0001	0.0019692489835951062
3550	-0.6136363636363636	1.9565264802114475	-inf	88	0.996805	0.0001	0.0019692489835951062
3560	-0.6067415730337079	1.9465785456382434	-inf	89	0.996796	0.0001	0.001972084840138753
3570	-0.6067415730337079	1.9465785456382434	-inf	89	0.996787	0.0001	0.0019748583104875353
3580	-0.6067415730337079	1.9465785456382434	-inf	89	0.996778	0.0001	0.001977580123477512
3590	-0.6067415730337079	1.9465785456382434	-inf	89	0.996769	0.0001	0.0019789705011579724
3600	-0.6067415730337079	1.9465785456382434	-inf	89	0.99676	0.0001	0.001981754501660665
3610	-0.6	1.9367785395111934	-inf	90	0.996751	0.0001	0.001983150839805603
3620	-0.6	1.9367785395111934	-inf	90	0.996742	0.0001	0.001983150839805603
3630	-0.6	1.9367785395111934	-inf	90	0.996733	0.0001	0.0019873340924580893
3640	-0.6	1.9367785395111934	-inf	90	0.996724	0.0001	0.001988731092876858
3650	-0.6373626373626373	1.9584501806919636	-inf	91	0.996715	0.0001	0.0019914246267742582
3660	-0.6373626373626373	1.9584501806919636	-inf	91	0.996706	0.0001	0.001994243794017368
3670	-0.6373626373626373	1.9584501806919636	-inf	91	0.996697	0.0001	0.001996992760234409
3680	-0.6739130434782609	1.9787385949693233	-inf	92	0.996688	0.0001	0.001996992760234409
3690	-0.6739130434782609	1.9787385949693233	-inf	92	0.996679	0.0001	0.0019997788800133597
3700	-0.6739130434782609	1.9787385949693233	-inf	92	0.99667	0.0001	0.0020011692576938204
3710	-0.6739130434782609	1.9787385949693233	-inf	92	0.996661	0.0001	0.0020025624169243707
3720	-0.6739130434782609	1.9787385949693233	-inf	92	0.996652	0.0001	0.0020053225093417696
3730	-0.6344086021505376	2.004215698029301	-inf	93	0.996643	0.0001	0.0020053225093417696
3740	-0.6344086021505376	2.004215698029301	-inf	93	0.996634	0.0001	0.002008187108569675
3750	-0.6276595744680851	1.9945886503513597	-inf	94	0.996625	0.0001	0.002008187108569675
3760	-0.6276595744680851	1.9945886503513597	-inf	94	0.996616	0.0001	0.002010913292566935
3770	-0.6276595744680851	1.9945886503513597	-inf	94	0.996607	0.0001	0.00201373020807902
3780	-0.6276595744680851	1.9945886503513597	-inf	94	0.996598	0.0001	0.00201373020807902
3790	-0.6276595744680851	1.9945886503513597	-inf	94	0.996589	0.0001	0.0020164285765753853
3800	-0.6105263157894737	1.9910047019009494	-inf	95	0.99658	0.0001	0.0020192788706885445
3810	-0.6105263157894737	1.9910047019009494	-inf	95	0.996571	0.0001	0.0020220518774456448
3820	-0.6105263157894737	1.9910047019009494	-inf	95	0.996562	0.0001	0.0020220518774456448
3830	-0.6105263157894737	1.9910047019009494	-inf	95	0.996553	0.0001	0.002024818526373969
3840	-0.6105263157894737	1.9910047019009494	-inf	95	0.996544	0.0001	0.0020275179545084635
3850	-0.6041666666666666	1.9815774790695304	-inf	96	0.996535	0.0001	0.0020275179545084635
3860	-0.6041666666666666	1.9815774790695304	-inf	96	0.996526	0.0001	0.0020303385787540013
3870	-0.6041666666666666	1.9815774790695304	-inf	96	0.996517	0.0001	0.0020303385787540013
3880	-0.6041666666666666	1.9815774790695304	-inf	96	0.996508	0.0001	0.002033132645818922
3890	-0.5979381443298969	1.9722810793514425	-inf	97	0.996499	0.0001	0.002035875916481018
3900	-0.5979381443298969	1.9722810793514425	-inf	97	0.99649	0.0001	0.002035875916481018
3910	-0.5918367346938775	1.9631125571703598	-inf	98	0.996481	0.0001	0.002038696077134874
3920	-0.5918367346938775	1.9631125571703598	-inf	98	0.996472	0.0001	0.002041595247056749
3930	-0.5918367346938775	1.9631125571703598	-inf	98	0.996463	0.0001	0.00204423811700609
3940	-0.6666666666666666	2.088931871468374	-inf	99	0.996454	0.0001	0.002047024303012424
3950	-0.6666666666666666	2.088931871468374	-inf	99	0.996445	0.0001	0.002047024303012424
3960	-0.66	2.079519175194112	-inf	100	0.996436	0.0001	0.0020526092582278783
3970	-0.66	2.079519175194112	-inf	100	0.996427	0.0001	0.0020526092582278783
3980	-0.66	2.079519175194112	-inf	100	0.996418	0.0001	0.0020552958382500544
3990	-0.66	2.079519175194112	-inf	100	0.996409	0.0001	0.002058083216349284
4000	-0.66	2.079519175194112	-0.66	101	0.9964	0.0001	0.002058083216349284
4010	-0.66	2.079519175194112	-0.66	101	0.996391	0.0001	0.0020608541038301255
4020	-0.66	2.079519175194112	-0.66	101	0.996382	0.0001	0.0020637311538060504
4030	-0.66	2.079519175194112	-0.66	102	0.996373	0.0001	0.0020637311538060504
4040	-0.66	2.079519175194112	-0.66	102	0.996364	0.0001	0.002066476345062256
4050	-0.66	2.079519175194112	-0.66	102	0.996355	0.0001	0.0020691727929645115
4060	-0.66	2.079519175194112	-0.66	102	0.996346	0.0001	0.0020691727929645115
4070	-0.66	2.079519175194112	-0.66	102	0.996337	0.0001	0.0020719940132564968
4080	-0.66	2.079519175194112	-0.66	102	0.996328	0.0001	0.0020747937758763633
4090	-0.73	2.072944765303697	-0.66	103	0.996319	0.0001	0.0020747937758763633
4100	-0.73	2.072944765303697	-0.66	103	0.99631	0.0001	0.002077605062060886
4110	-0.73	2.072944765303697	-0.66	103	0.996301	0.0001	0.0020804215802086726
4120	-0.73	2.072944765303697	-0.66	103	0.996292	0.0001	0.0020804215802086726
4130	-0.73	2.072944765303697	-0.66	104	0.996283	0.0001	0.0020859424273173013
4140	-0.73	2.072944765303697	-0.66	104	0.996274	0.0001	0.0020859424273173013
4150	-0.73	2.072944765303697	-0.66	104	0.996265	0.0001	0.0020887206660376656
4160	-0.73	2.072944765303697	-0.66	104	0.996256	0.0001	0.0020914232068591646
4170	-0.73	2.072944765303697	-0.66	104	0.996247	0.0001	0.0020942297246721057
4180	-0.73	2.072944765303697	-0.66	105	0.996238	0.0001	0.0020942297246721057
4190	-0.73	2.072944765303697	-0.66	105	0.996229	0.0001	0.0020969478289286293
4200	-0.73	2.072944765303697	-0.66	106	0.99622	0.0001	0.0020998232894473604
4210	-0.73	2.072944765303697	-0.66	106	0.996211	0.0001	0.0020998232894473604
4220	-0.73	2.072944765303697	-0.66	106	0.996202	0.0001	0.002102618416150411
4230	-0.73	2.072944765303697	-0.66	107	0.996193	0.0001	0.002102618416150411
4240	-0.73	2.072944765303697	-0.66	107	0.996184	0.0001	0.0021081647608015273
4250	-0.73	2.072944765303697	-0.66	107	0.996175	0.0001	0.0021081647608015273
4260	-0.73	2.072944765303697	-0.66	107	0.996166	0.0001	0.0021109265089035035
4270	-0.73	2.072944765303697	-0.66	108	0.996157	0.0001	0.0021136164665222167
4280	-0.73	2.072944765303697	-0.66	108	0.996148	0.0001	0.0021136164665222167
4290	-0.73	2.072944765303697	-0.66	108	0.996139	0.0001	0.002116475568877326
4300	-0.73	2.072944765303697	-0.66	108	0.99613	0.0001	0.0021192620860205754
4310	-0.73	2.072944765303697	-0.66	109	0.996121	0.0001	0.0021220116482840645
4320	-0.73	2.072944765303697	-0.66	109	0.996112	0.0001	0.0021220116482840645
4330	-0.73	2.072944765303697	-0.66	109	0.996103	0.0001	0.0021247983641094633
4340	-0.73	2.072944765303697	-0.66	109	0.996094	0.0001	0.0021247983641094633
4350	-0.73	2.072944765303697	-0.66	109	0.996085	0.0001	0.002127606338924832
4360	-0.73	2.072944765303697	-0.66	109	0.996076	0.0001	0.0021303970946205987
4370	-0.73	2.072944765303697	-0.66	109	0.996067	0.0001	0.0021331372525956894
4380	-0.73	2.072944765303697	-0.66	110	0.996058	0.0001	0.0021331372525956894
4390	-0.73	2.072944765303697	-0.66	110	0.996049	0.0001	0.0021359578106138442
4400	-0.73	2.072944765303697	-0.66	110	0.99604	0.0001	0.0021386704842249553
4410	-0.64	1.9925862591115096	-0.64	111	0.996031	0.0001	0.0021386704842249553
4420	-0.64	1.9925862591115096	-0.64	111	0.996022	0.0001	0.0021414662069744535
4430	-0.64	1.9925862591115096	-0.64	111	0.996013	0.0001	0.002144250339931912
4440	-0.67	2.0052680618810044	-0.64	112	0.996004	0.0001	0.002144250339931912
4450	-0.67	2.0052680618810044	-0.64	112	0.995995	0.0001	0.0021469737423790826
4460	-0.67	2.0052680618810044	-0.64	112	0.995986	0.0001	0.0021498523818122015
4470	-0.67	2.0052680618810044	-0.64	112	0.995977	0.0001	0.0021498523818122015
4480	-0.68	1.99939990997299	-0.64	113	0.995968	0.0001	0.0021525595585505167
4490	-0.68	1.99939990997299	-0.64	113	0.995959	0.0001	0.0021552938222885133
4500	-0.68	1.99939990997299	-0.64	113	0.99595	0.0001	0.0021552938222885133
4510	-0.68	1.99939990997299	-0.64	114	0.995941	0.0001	0.002158140738805135
4520	-0.68	1.99939990997299	-0.64	114	0.995932	0.0001	0.002160873148176405
4530	-0.68	1.99939990997299	-0.64	114	0.995923	0.0001	0.0021622635258568656
4540	-0.68	1.9993999099729902	-0.64	115	0.995914	0.0001	0.0021638120545281305
4550	-0.68	1.9993999099729902	-0.64	115	0.995905	0.0001	0.002166461878352695
4560	-0.68	1.9993999099729902	-0.64	115	0.995896	0.0001	0.002166461878352695
4570	-0.68	1.9993999099729902	-0.64	115	0.995887	0.0001	0.0021691923671298555
4580	-0.69	1.9934643212257397	-0.64	116	0.995878	0.0001	0.0021720573637220597
4590	-0.69	1.9934643212257397	-0.64	116	0.995869	0.0001	0.0021720573637220597
4600	-0.69	1.9934643212257397	-0.64	116	0.99586	0.0001	0.0021748583846622044
4610	-0.74	2.013057376231487	-0.64	117	0.995851	0.0001	0.002177602450052897
4620	-0.74	2.013057376231487	-0.64	117	0.995842	0.0001	0.002177602450052897
4630	-0.74	2.013057376231487	-0.64	117	0.995833	0.0001	0.002180358502599928
4640	-0.74	2.013057376231487	-0.64	117	0.995824	0.0001	0.002183124952846103
4650	-0.74	2.013057376231487	-0.64	118	0.995815	0.0001	0.002183124952846103
4660	-0.74	2.013057376231487	-0.64	118	0.995806	0.0001	0.0021859380933973525
4670	-0.74	2.013057376231487	-0.64	118	0.995797	0.0001	0.002188634541299608
4680	-0.74	2.013057376231487	-0.64	118	0.995788	0.0001	0.0021914505296283296
4690	-0.74	2.013057376231487	-0.64	119	0.995779	0.0001	0.002191591925091214
4700	-0.74	2.013057376231487	-0.64	119	0.99577	0.0001	0.0021942839357588025
4710	-0.74	2.013057376231487	-0.64	119	0.995761	0.0001	0.002197028266059028
4720	-0.74	2.013057376231487	-0.64	119	0.995752	0.0001	0.002197028266059028
4730	-0.74	2.013057376231487	-0.64	119	0.995743	0.0001	0.002199784318606059
4740	-0.74	2.013057376231487	-0.64	119	0.995734	0.0001	0.002202630109257168
4750	-0.74	2.013057376231487	-0.64	119	0.995725	0.0001	0.002202630109257168
4760	-0.74	2.013057376231487	-0.64	119	0.995716	0.0001	0.0022052853637271456
4770	-0.74	2.013057376231487	-0.64	119	0.995707	0.0001	0.0022052853637271456
4780	-0.74	2.013057376231487	-0.64	119	0.995698	0.0001	0.0022080920139948526
4790	-0.74	2.013057376231487	-0.64	119	0.995689	0.0001	0.002210924890306261
4800	-0.74	2.013057376231487	-0.64	119	0.99568	0.0001	0.0022136711412005954
4810	-0.74	2.013057376231487	-0.64	119	0.995671	0.0001	0.0022136711412005954
4820	-0.74	2.013057376231487	-0.64	119	0.995662	0.0001	0.0022164548105663723
4830	-0.79	2.0312311537587244	-0.64	120	0.995653	0.0001	0.0022194164991378783
4840	-0.79	2.0312311537587244	-0.64	120	0.995644	0.0001	0.0022219947311613295
4850	-0.75	2.006863224038948	-0.64	121	0.995635	0.0001	0.0022219947311613295
4860	-0.75	2.006863224038948	-0.64	121	0.995626	0.0001	0.0022248338328467476
4870	-0.75	2.006863224038948	-0.64	121	0.995617	0.0001	0.0022248338328467476
4880	-0.75	2.006863224038948	-0.64	122	0.995608	0.0001	0.0022275455792744956
4890	-0.75	2.006863224038948	-0.64	122	0.995599	0.0001	0.00223029183016883
4900	-0.75	2.006863224038948	-0.64	122	0.99559	0.0001	0.002233119209607442
4910	-0.75	2.006863224038948	-0.64	123	0.995581	0.0001	0.002233119209607442
4920	-0.75	2.006863224038948	-0.64	123	0.995572	0.0001	0.0022359205616845025
4930	-0.75	2.006863224038948	-0.64	123	0.995563	0.0001	0.002238635222117106
4940	-0.75	2.006863224038948	-0.64	123	0.995554	0.0001	0.002238635222117106
4950	-0.75	2.006863224038948	-0.64	124	0.995545	0.0001	0.0022414271036783856
4960	-0.75	2.006863224038948	-0.64	124	0.995536	0.0001	0.002244223753611247
4970	-0.75	2.006863224038948	-0.64	124	0.995527	0.0001	0.002244223753611247
4980	-0.75	2.006863224038948	-0.64	125	0.995518	0.0001	0.0022664127084943983
4990	-0.75	2.006863224038948	-0.64	125	0.995509	0.0001	0.002274839811854892
5000	-0.75	2.006863224038948	-0.64	126	0.9955	0.0001	0.002316387626859877
5010	-0.75	2.006863224038948	-0.64	126	0.995491	0.0001	0.0023192981878916424
5020	-0.75	2.006863224038948	-0.64	126	0.995482	0.0001	0.0023192981878916424
5030	-0.79	2.0312311537587244	-0.64	127	0.995473	0.0001	0.0023219643036524453
5040	-0.79	2.0312311537587244	-0.64	127	0.995464	0.0001	0.0023248428768581813
5050	-0.79	2.0312311537587244	-0.64	127	0.995455	0.0001	0.0023248428768581813
5060	-0.81	2.0134299093834875	-0.64	128	0.995446	0.0001	0.0023275178670883177
5070	-0.81	2.0134299093834875	-0.64	128	0.995437	0.0001	0.0023303224643071493
5080	-0.81	2.0134299093834875	-0.64	128	0.995428	0.0001	0.002333100438117981
5090	-0.8	2.0199009876724157	-0.64	129	0.995419	0.0001	0.002333100438117981
5100	-0.8	2.0199009876724157	-0.64	129	0.99541	0.0001	0.0023359172211752997
5110	-0.8	2.0199009876724157	-0.64	129	0.995401	0.0001	0.0023387120829688177
5120	-0.8	2.0199009876724157	-0.64	129	0.995392	0.0001	0.0023387120829688177
5130	-0.8	2.0199009876724157	-0.64	129	0.995383	0.0001	0.002341466612286038
5140	-0.76	1.9955951493226278	-0.64	130	0.995374	0.0001	0.0023441740539338852
5150	-0.76	1.9955951493226278	-0.64	130	0.995365	0.0001	0.0023441740539338852
5160	-0.69	1.8957584234284703	-0.64	131	0.995356	0.0001	0.002346993883450826
5170	-0.69	1.8957584234284703	-0.64	131	0.995347	0.0001	0.0023497957653469508
5180	-0.69	1.8957584234284703	-0.64	131	0.9953380000000001	0.0001	0.002352506187227037
5190	-0.69	1.8957584234284703	-0.64	131	0.995329	0.0001	0.0023553795946968928
5200	-0.7	1.8894443627691184	-0.64	132	0.99532	0.0001	0.0023553795946968928
5210	-0.7	1.8894443627691184	-0.64	132	0.995311	0.0001	0.00235810379187266
5220	-0.7	1.8894443627691184	-0.64	132	0.995302	0.0001	0.0023608669969770644
5230	-0.75	1.909842925478428	-0.64	133	0.995293	0.0001	0.0023608669969770644
5240	-0.75	1.909842925478428	-0.64	133	0.995284	0.0001	0.0023637015289730496
5250	-0.75	1.909842925478428	-0.64	133	0.995275	0.0001	0.0023665064573287964
5260	-0.75	1.909842925478428	-0.64	134	0.995266	0.0001	0.00236789690123664
5270	-0.75	1.909842925478428	-0.64	134	0.995257	0.0001	0.002369289861785041
5280	-0.75	1.909842925478428	-0.64	134	0.995248	0.0001	0.002372054788801405
5290	-0.75	1.909842925478428	-0.64	134	0.995239	0.0001	0.002372054788801405
5300	-0.75	1.909842925478428	-0.64	134	0.99523	0.0001	0.002374820841683282
5310	-0.75	1.909842925478428	-0.64	134	0.995221	0.0001	0.00237761292192671
5320	-0.75	1.909842925478428	-0.64	134	0.995212	0.0001	0.00237761292192671
5330	-0.74	1.9163506985935532	-0.64	135	0.995203	0.0001	0.00238034897380405
5340	-0.74	1.9163506985935532	-0.64	135	0.995194	0.0001	0.002383179267247518
5350	-0.74	1.9163506985935532	-0.64	135	0.995185	0.0001	0.002383179267247518
